datadate,ticker,conm,act,at,capx,ceq,che,cogs,csho,dlc,dlcch,dltis,dltr,dltt,dp,dpact,dv,emp,epsfx,ib,intan,invch,invt,lct,lt,niadj,oancf,oiadp,ppent,pstk,pstkl,pstkr,sale,seq,txditc,xint,xrd,xsga,mkvalt,prcc_f,sic
2011-12-31,PFE,PFIZER INC,57728.0,188002.0,1660.0,82145.0,26758.0,10829.0,7575.0,4018.0,1444.0,1.0,6986.0,34931.0,9026.0,13584.0,6234.0,103.7,1.11,8697.0,98900.0,1084.0,7769.0,28069.0,105381.0,10007.0,20240.0,19769.0,16938.0,45.0,45.0,0.0,67425.0,82190.0,19597.0,1731.0,9112.0,27801.0,163923.0,21.64,2834
2012-12-31,PFE,PFIZER INC,61415.0,185798.0,1327.0,81221.0,32708.0,8600.0,7276.0,6424.0,-212.0,0.0,1513.0,31036.0,7611.0,13421.0,6534.0,91.5,1.26,9490.0,90685.0,-631.0,7063.0,28619.0,104120.0,14568.0,17054.0,18966.0,14461.0,39.0,39.0,0.0,58986.0,81260.0,21593.0,1565.0,7870.0,23809.0,182476.9868,25.0793,2834
2013-12-31,PFE,PFIZER INC,56244.0,172101.0,1206.0,76274.0,32408.0,7544.0,6399.0,6027.0,3564.0,6618.0,4146.0,30462.0,6410.0,13281.0,6580.0,77.7,1.65,11380.0,81904.0,-538.0,6166.0,23366.0,95481.0,22001.0,17765.0,16888.0,12397.0,33.0,33.0,0.0,51584.0,76307.0,25590.0,1446.0,6678.0,20742.0,196001.37,30.63,2834
2014-12-31,PFE,PFIZER INC,57702.0,169274.0,1199.0,71272.0,36122.0,7773.0,6291.0,5141.0,-1838.0,4491.0,2104.0,31541.0,5537.0,13226.0,6609.0,78.3,1.41,9088.0,77236.0,175.0,5663.0,21631.0,97652.0,9135.0,16883.0,14244.0,11762.0,29.0,29.0,0.0,49605.0,71301.0,24981.0,1401.0,8393.0,22051.0,195964.65,31.15,2834
2015-12-31,PFE,PFIZER INC,43804.0,167460.0,1397.0,64694.0,23290.0,7856.0,6175.0,10160.0,4309.0,0.0,3003.0,28818.0,5157.0,13502.0,6940.0,97.9,1.11,6949.0,88598.0,-199.0,7513.0,29399.0,102462.0,6959.0,14512.0,13859.0,13766.0,26.0,26.0,0.0,48851.0,64720.0,26877.0,1231.0,7761.0,21979.0,199329.0,32.28,2834
2016-12-31,PFE,PFIZER INC,38949.0,171615.0,1823.0,59520.0,17850.0,10170.0,6070.0,10688.0,-714.0,10976.0,7689.0,31398.0,5757.0,14807.0,7317.0,96.5,1.17,7199.0,107097.0,365.0,6783.0,31115.0,111775.0,7214.0,15901.0,14301.0,13318.0,24.0,24.0,0.0,52824.0,59544.0,30753.0,1247.0,8375.0,22596.0,197153.6,32.48,2834
2017-12-31,PFE,PFIZER INC,41142.0,171797.0,1956.0,71287.0,19992.0,9327.0,5979.0,9953.0,-125.0,5274.0,6154.0,33538.0,6269.0,16172.0,7659.0,90.2,3.52,21306.0,104693.0,-356.0,7578.0,30427.0,100141.0,21307.0,16470.0,14847.0,13865.0,21.0,21.0,0.0,52546.0,71308.0,3900.0,1342.0,7657.0,22103.0,216559.38,36.22,2834
2018-12-31,PFE,PFIZER INC,49926.0,159422.0,2042.0,63388.0,18833.0,9638.0,5717.0,8831.0,-2343.0,4974.0,3566.0,32909.0,6384.0,16592.0,7978.0,92.4,1.86,11143.0,88622.0,-717.0,7508.0,31858.0,95664.0,11152.0,15827.0,15434.0,13385.0,19.0,19.0,0.0,53647.0,63407.0,3700.0,1389.0,8220.0,22191.0,249547.05,43.65,2834
2019-12-31,PFE,PFIZER INC,32803.0,167489.0,2176.0,63126.0,9830.0,8729.0,5534.0,16472.0,10628.0,4942.0,6806.0,37003.0,6010.0,16789.0,8043.0,88.3,2.87,16269.0,94023.0,-1050.0,8283.0,37304.0,104042.0,16272.0,12588.0,14247.0,15280.0,17.0,17.0,0.0,51750.0,63143.0,5578.0,1662.0,8781.0,22764.0,216822.12,39.18,2834
2020-12-31,PFE,PFIZER INC,35067.0,154229.0,2252.0,63238.0,12222.0,7239.0,5567.0,3024.0,-13975.0,5222.0,4003.0,38247.0,4777.0,14812.0,8440.0,78.5,1.24,6985.0,78048.0,-736.0,8046.0,25920.0,90756.0,9616.0,14403.0,9287.0,15293.0,0.0,0.0,0.0,41908.0,63238.0,4063.0,1545.0,10305.0,20605.0,204921.27,36.81,2834
2009-12-31,MO,ALTRIA GROUP INC,5773.0,36677.0,273.0,4069.0,1871.0,7544.0,2076.029,775.0,-705.0,4221.0,375.0,11185.0,291.0,3460.0,2693.0,10.0,1.54,3206.0,17312.0,51.0,1810.0,7992.0,32573.0,3195.0,3443.0,6176.0,2684.0,0.0,0.0,0.0,16824.0,4069.0,8563.0,1098.0,177.0,2813.0,40752.4493,19.63,2111
2010-12-31,MO,ALTRIA GROUP INC,5981.0,37402.0,168.0,5192.0,2314.0,7351.0,2088.74,0.0,0.0,1007.0,775.0,12194.0,276.0,2770.0,2958.0,10.0,1.87,3905.0,17292.0,7.0,1803.0,6840.0,32175.0,3890.0,2767.0,6381.0,2380.0,0.0,0.0,0.0,16892.0,5192.0,8498.0,1136.0,144.0,2884.0,51424.7788,24.62,2111
2011-12-31,MO,ALTRIA GROUP INC,7131.0,36962.0,105.0,3680.0,3270.0,7440.0,2044.419,600.0,0.0,1494.0,0.0,13089.0,253.0,2512.0,3222.0,9.9,1.64,3390.0,17272.0,24.0,1779.0,7643.0,33247.0,3377.0,3613.0,6790.0,2216.0,0.0,0.0,0.0,17109.0,3680.0,7562.0,1220.0,128.0,2626.0,60617.0234,29.65,2111
2012-12-31,MO,ALTRIA GROUP INC,6315.0,35329.0,124.0,3168.0,2900.0,7723.0,2009.74,1459.0,,2787.0,2600.0,12419.0,225.0,2648.0,3400.0,9.1,2.06,4180.0,17252.0,33.0,1746.0,8251.0,32125.0,4167.0,3903.0,7316.0,2102.0,0.0,0.0,0.0,17507.0,3168.0,6652.0,1128.0,136.0,2243.0,63186.2256,31.44,2111
2013-12-31,MO,ALTRIA GROUP INC,6590.0,34859.0,131.0,4119.0,3175.0,7014.0,1993.479,525.0,,4179.0,3559.0,13992.0,212.0,2789.0,3612.0,9.0,2.26,4535.0,17232.0,-133.0,1879.0,7058.0,30706.0,4523.0,4375.0,8096.0,2028.0,0.0,0.0,0.0,17663.0,4119.0,6854.0,1053.0,153.0,2341.0,76529.6588,38.39,2111
2014-12-31,MO,ALTRIA GROUP INC,6878.0,34475.0,163.0,3014.0,3321.0,7597.0,1971.474,1000.0,,999.0,825.0,13693.0,208.0,2772.0,3892.0,9.0,2.56,5070.0,17334.0,-184.0,2040.0,7673.0,31430.0,5058.0,4663.0,7619.0,1983.0,0.0,0.0,0.0,17945.0,3014.0,6088.0,857.0,167.0,2521.0,97134.524,49.27,2111
2015-12-31,MO,ALTRIA GROUP INC,6086.0,32535.0,229.0,2880.0,2369.0,7536.0,1960.059,4.0,,0.0,1793.0,12915.0,225.0,2895.0,4179.0,8.8,2.67,5241.0,17313.0,-33.0,2031.0,7078.0,29625.0,5231.0,5810.0,8365.0,1982.0,0.0,0.0,0.0,18854.0,2880.0,5663.0,808.0,186.0,2728.0,114095.0344,58.21,2111
2016-12-31,MO,ALTRIA GROUP INC,7260.0,45932.0,189.0,12770.0,4569.0,7546.0,1943.272,0.0,,1976.0,933.0,13881.0,204.0,2877.0,4512.0,8.3,7.28,14239.0,17321.0,-34.0,2051.0,7375.0,33121.0,14215.0,3791.0,8965.0,1958.0,0.0,0.0,0.0,19337.0,12770.0,8416.0,754.0,203.0,2622.0,131404.0526,67.62,2111
2017-12-31,MO,ALTRIA GROUP INC,4344.0,43202.0,199.0,15377.0,1278.0,7271.0,1901.259,864.0,,0.0,0.0,13030.0,209.0,2965.0,4807.0,8.3,5.31,10222.0,17707.0,-171.0,2225.0,6792.0,27784.0,10208.0,4922.0,9715.0,1914.0,0.0,0.0,0.0,19494.0,15377.0,5247.0,727.0,241.0,2299.0,135768.9052,71.41,2111
2018-12-31,MO,ALTRIA GROUP INC,4299.0,55638.0,238.0,14787.0,1390.0,7117.0,1874.058,13848.0,12800.0,0.0,864.0,11898.0,227.0,3012.0,5415.0,8.3,3.68,6963.0,17475.0,-129.0,2331.0,21193.0,40810.0,6955.0,8391.0,9647.0,1938.0,0.0,0.0,0.0,19627.0,14787.0,5172.0,697.0,252.0,2636.0,92559.7246,49.39,2111
2019-12-31,MO,ALTRIA GROUP INC,4824.0,49271.0,246.0,6222.0,2117.0,6901.0,1857.982,1000.0,-12800.0,16265.0,1144.0,27042.0,226.0,3075.0,6069.0,7.3,-0.7,-1293.0,17864.0,42.0,2293.0,8174.0,42914.0,-1300.0,7837.0,10533.0,1999.0,0.0,0.0,0.0,19796.0,6222.0,5083.0,1227.0,168.0,2136.0,92731.8816,49.91,2111
2020-12-31,MO,ALTRIA GROUP INC,7117.0,47414.0,231.0,2839.0,4946.0,7172.0,1858.419,1500.0,,1993.0,1000.0,27971.0,257.0,3138.0,6290.0,7.1,2.4,4467.0,17792.0,2.0,1966.0,9063.0,44449.0,4459.0,8385.0,11354.0,2012.0,0.0,0.0,0.0,20841.0,2839.0,4532.0,1223.0,131.0,2058.0,76195.179,41.0,2111
2009-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3646.0,28730.0,1794.0,8788.0,352.0,8447.0,505.99,1051.0,511.0,459.0,1293.0,7645.0,838.0,6629.0,673.0,10.352,3.15,1592.0,139.0,,1167.0,3214.0,19852.0,1592.0,1855.0,3121.0,15440.0,80.0,80.0,0.0,12406.0,8868.0,4139.0,527.0,,,16824.1675,33.25,4931
2010-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,5051.0,29909.0,2160.0,9633.0,280.0,7901.0,505.975,1185.0,-466.0,1728.0,1004.0,7819.0,955.0,6882.0,693.0,9.965,3.07,1557.0,152.0,,1025.0,3485.0,20268.0,1564.0,2164.0,2937.0,16390.0,0.0,0.0,0.0,11793.0,9633.0,5129.0,472.0,,,16095.0648,31.81,4931
2011-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3911.0,29821.0,2083.0,10270.0,834.0,7361.0,505.946,633.0,-64.0,794.0,1721.0,7461.0,976.0,7231.0,693.0,9.784,2.77,1407.0,147.0,,1052.0,2957.0,19549.0,1503.0,3557.0,3006.0,17849.0,0.0,0.0,0.0,11343.0,10270.0,5458.0,475.0,,,16701.2775,33.01,4931
2012-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3869.0,31725.0,2574.0,10780.0,379.0,6383.0,505.892,1515.0,263.0,900.0,1004.0,6687.0,1054.0,7666.0,718.0,9.798,2.51,1275.0,50.0,,1005.0,3777.0,20944.0,1275.0,2787.0,2344.0,19736.0,0.0,0.0,0.0,9781.0,10780.0,6542.0,423.0,,,15480.2952,30.6,4931
2013-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3614.0,32522.0,2811.0,11608.0,493.0,6491.0,505.858,841.0,-203.0,2000.0,1251.0,7862.0,1178.0,8068.0,728.0,9.887,2.45,1243.0,49.0,,1024.0,3063.0,20913.0,1243.0,3158.0,2299.0,21645.0,0.0,0.0,0.0,9968.0,11608.0,7107.0,402.0,,,16207.6903,32.04,4931
2014-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,4119.0,35333.0,2820.0,12185.0,402.0,7036.0,505.837,883.0,-60.0,1250.0,737.0,8261.0,1227.0,8607.0,748.0,12.689,2.99,1518.0,100.0,,1022.0,3478.0,23147.0,1518.0,3160.0,2623.0,23589.0,0.0,0.0,0.0,10886.0,12185.0,7303.0,389.0,,,20946.7102,41.41,4931
2015-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3494.0,37535.0,3863.0,13066.0,394.0,6239.0,505.282,1098.0,364.0,1350.0,859.0,8834.0,1214.0,8955.0,789.0,13.025,3.3,1679.0,118.0,,976.0,3575.0,24468.0,1679.0,3919.0,2962.0,26539.0,0.0,0.0,0.0,10415.0,13066.0,8166.0,393.0,,,19549.3606,38.69,4931
2016-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3254.0,40070.0,4199.0,13130.0,423.0,5894.0,504.866,888.0,24.0,2675.0,824.0,10895.0,905.0,10051.0,830.0,13.065,1.75,887.0,114.0,,887.0,3276.0,26940.0,887.0,3311.0,2262.0,29286.0,0.0,0.0,0.0,9061.0,13130.0,8658.0,385.0,,,22153.5201,43.88,4931
2017-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3312.0,42716.0,4190.0,13847.0,313.0,5669.0,505.0,1542.0,154.0,2175.0,500.0,12068.0,1011.0,9434.0,870.0,12.945,3.1,1574.0,130.0,,866.0,4168.0,28869.0,1574.0,3261.0,2404.0,31797.0,0.0,0.0,0.0,9084.0,13847.0,5240.0,391.0,,,26007.5,51.5,4931
2018-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3507.0,45326.0,3912.0,14377.0,185.0,6291.0,504.0,2310.0,474.0,2750.0,1350.0,13168.0,1158.0,9838.0,910.0,13.145,2.83,1438.0,159.0,,902.0,4935.0,30949.0,1438.0,2913.0,2247.0,34363.0,0.0,0.0,0.0,9696.0,14377.0,5713.0,476.0,,,26233.2,52.05,4931
2019-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3231.0,47730.0,3166.0,15089.0,158.0,6869.0,504.0,2513.0,99.0,1900.0,1250.0,14016.0,1248.0,10100.0,950.0,12.992,3.33,1693.0,149.0,,897.0,5047.0,32641.0,1693.0,3379.0,1959.0,36126.0,0.0,0.0,0.0,10076.0,15089.0,6256.0,569.0,,,29761.2,59.05,4931
2020-12-31,PEG,PUBLIC SERVICE ENTRP GRP INC,3630.0,50050.0,2923.0,15984.0,550.0,6048.0,504.0,2781.0,-52.0,2450.0,1365.0,14748.0,1285.0,10984.0,991.0,12.788,3.76,1905.0,158.0,,878.0,5522.0,34066.0,1905.0,3102.0,2270.0,37847.0,0.0,0.0,0.0,9603.0,15984.0,6502.0,600.0,,,29383.2,58.3,4931
2009-12-31,SLB,SCHLUMBERGER LTD,13650.0,33465.0,2625.0,19120.0,4616.0,14681.0,1195.0,1125.0,-111.0,1973.0,1754.0,4355.0,2476.0,11845.0,1006.0,77.0,2.61,3156.0,6091.0,64.0,1866.0,7259.0,14236.0,3134.0,5266.0,4120.0,9948.0,0.0,0.0,0.0,22702.0,19120.0,0.0,221.0,802.0,1425.0,77782.55,65.09,1389
2010-12-31,SLB,SCHLUMBERGER LTD,18098.0,51767.0,3240.0,31226.0,4990.0,18587.0,1361.171,2595.0,-68.0,2815.0,1814.0,5517.0,2759.0,14608.0,1040.0,108.0,3.38,4267.0,19114.0,-67.0,3804.0,10865.0,20323.0,4267.0,5494.0,4532.0,12465.0,0.0,0.0,0.0,27447.0,31226.0,1636.0,207.0,919.0,1569.0,113657.7785,83.5,1389
2011-12-31,SLB,SCHLUMBERGER LTD,20539.0,55201.0,4305.0,31263.0,4827.0,28077.0,1333.775,1377.0,-119.0,6884.0,4992.0,8556.0,3281.0,16558.0,1300.0,113.0,3.51,4777.0,19036.0,-991.0,4700.0,10538.0,23809.0,4997.0,6169.0,6732.0,13418.0,0.0,0.0,0.0,39540.0,31263.0,1731.0,298.0,1073.0,1450.0,91110.1703,68.31,1389
2012-12-31,SLB,SCHLUMBERGER LTD,24156.0,61547.0,5046.0,34751.0,6274.0,29567.0,1328.256,2121.0,621.0,2832.0,1817.0,9509.0,3489.0,18388.0,1432.0,118.0,4.06,5439.0,19387.0,-643.0,4785.0,12368.0,26689.0,5490.0,6688.0,7520.0,15298.0,0.0,0.0,0.0,42149.0,34751.0,1493.0,340.0,1168.0,1573.0,92046.2812,69.2986,1389
2013-12-31,SLB,SCHLUMBERGER LTD,26225.0,67100.0,4337.0,39469.0,8370.0,31504.0,1307.33,2783.0,37.0,4554.0,3141.0,10393.0,3675.0,20068.0,1608.0,123.0,5.1,6801.0,19415.0,188.0,4603.0,13525.0,27465.0,6732.0,9786.0,8497.0,15763.0,0.0,0.0,0.0,45266.0,39469.0,1708.0,391.0,1174.0,1590.0,117803.5063,90.11,1389
2014-12-31,SLB,SCHLUMBERGER LTD,24694.0,66904.0,4297.0,37850.0,7501.0,33659.0,1275.312,2765.0,552.0,2289.0,2878.0,10565.0,3739.0,21568.0,1968.0,120.0,4.31,5643.0,20141.0,-36.0,4628.0,14176.0,28855.0,5438.0,11219.0,9490.0,16189.0,0.0,0.0,0.0,48580.0,37850.0,1296.0,369.0,1217.0,1692.0,108924.3979,85.41,1389
2015-12-31,SLB,SCHLUMBERGER LTD,26912.0,68005.0,2896.0,35633.0,13034.0,24514.0,1256.368,4557.0,-3.0,9565.0,3771.0,14442.0,3807.0,23705.0,2419.0,95.0,1.63,2072.0,20174.0,625.0,3756.0,14121.0,32100.0,2072.0,8572.0,5566.0,14441.0,0.0,0.0,0.0,35475.0,35633.0,1075.0,346.0,1094.0,1588.0,87631.668,69.75,1389
2016-12-31,SLB,SCHLUMBERGER LTD,23927.0,77956.0,2685.0,41078.0,9257.0,20458.0,1391.476,3153.0,-387.0,3640.0,5630.0,16463.0,3652.0,27187.0,2647.0,100.0,-1.24,-1687.0,34845.0,800.0,4225.0,15059.0,36427.0,-1687.0,6261.0,2285.0,13894.0,0.0,0.0,0.0,27810.0,41078.0,1880.0,570.0,1012.0,1415.0,116814.4102,83.95,1389
2017-12-31,SLB,SCHLUMBERGER LTD,18497.0,71987.0,2383.0,36842.0,5089.0,22958.0,1383.933,3324.0,-1022.0,2371.0,2961.0,14875.0,3340.0,26237.0,2778.0,100.0,-1.08,-1505.0,34472.0,108.0,4046.0,15282.0,34726.0,-1505.0,5663.0,2923.0,12303.0,0.0,0.0,0.0,30440.0,36842.0,1650.0,566.0,787.0,1219.0,93263.2449,67.39,1389
2018-12-31,SLB,SCHLUMBERGER LTD,15731.0,70507.0,2260.0,36162.0,2777.0,25479.0,1382.964,1958.0,-85.0,898.0,2861.0,15869.0,2999.0,26985.0,2770.0,100.0,1.53,2138.0,33658.0,-10.0,4010.0,13486.0,33921.0,2138.0,5713.0,3191.0,14080.0,0.0,0.0,0.0,32815.0,36162.0,1441.0,575.0,702.0,1146.0,49897.3411,36.08,1389
2019-12-31,SLB,SCHLUMBERGER LTD,15530.0,56312.0,1955.0,23760.0,2167.0,25838.0,1384.515,1018.0,-44.0,4004.0,4799.0,15687.0,2882.0,25739.0,2769.0,105.0,-7.32,-10137.0,23131.0,-314.0,4130.0,13098.0,32136.0,-10137.0,5431.0,3006.0,11138.0,0.0,0.0,0.0,32917.0,23760.0,491.0,609.0,717.0,1191.0,55657.503,40.2,1389
2020-12-31,SLB,SCHLUMBERGER LTD,12919.0,42434.0,1217.0,12071.0,3006.0,18855.0,1392.326,1098.0,156.0,5837.0,5163.0,16799.0,2145.0,22918.0,1734.0,86.0,-7.57,-10518.0,16435.0,86.0,3354.0,10491.0,29945.0,-10518.0,2944.0,1656.0,7943.0,0.0,0.0,0.0,23601.0,12071.0,19.0,563.0,580.0,945.0,30394.4766,21.83,1389
2009-12-31,SEE,SEALED AIR CORP,2073.4,5420.1,80.3,2199.6,694.5,2871.7,158.938,34.7,-8.3,766.6,585.3,1626.3,154.5,2141.9,75.7,16.2,1.35,244.3,2007.1,109.7,469.4,1433.8,3219.8,242.4,552.0,509.1,1010.7,0.0,0.0,0.0,4242.8,2199.6,6.4,161.6,81.2,707.5,3474.3847,21.86,3081
2010-12-31,SEE,SEALED AIR CORP,2040.0,5399.4,87.6,2404.6,675.6,3090.0,159.306,30.0,-4.4,0.0,276.1,1399.2,154.7,2200.5,79.7,16.1,1.44,255.9,2023.9,-19.4,495.8,1447.7,2997.8,254.3,483.1,553.3,948.3,0.0,0.0,0.0,4490.1,2404.6,8.0,165.3,88.0,692.1,4054.3377,25.45,3081
2011-12-31,SEE,SEALED AIR CORP,3262.6,11496.7,124.5,2957.5,722.8,3851.0,192.062,36.4,-43.9,3706.4,1753.6,5010.9,189.5,2288.8,87.4,26.3,0.8,149.1,6323.7,-9.0,798.1,2383.5,8544.3,148.2,392.1,565.6,1322.1,0.0,0.0,0.0,5640.9,2957.5,532.0,221.3,106.0,1034.8,3305.387,17.21,3081
2012-12-31,SEE,SEALED AIR CORP,3222.4,9437.2,124.4,1443.8,679.6,4933.8,194.558,41.0,7.2,1306.5,1759.1,4540.8,304.0,2433.9,100.9,25.0,-8.35,-1610.1,4331.1,32.4,736.4,2333.6,7992.9,-1410.8,397.0,627.4,1212.8,0.0,0.0,0.0,7648.1,1443.8,472.5,390.2,135.0,1782.9,3406.7106,17.51,3081
2013-12-31,SEE,SEALED AIR CORP,3417.7,9134.2,116.0,1389.1,992.4,4941.0,196.199,283.1,53.2,425.1,658.3,4116.4,278.1,2491.2,102.0,25.0,0.44,93.7,4131.5,24.5,688.4,2700.8,7743.7,123.6,631.2,709.0,1134.5,0.0,0.0,0.0,7690.8,1389.1,278.6,372.7,133.0,1762.7,6680.576,34.05,3081
2014-12-31,SEE,SEALED AIR CORP,2691.6,8041.7,153.9,1162.8,322.6,4915.1,210.532,131.5,59.9,2282.6,2290.6,4282.5,264.6,2391.3,110.9,24.0,1.2,258.1,3877.7,-48.6,707.6,1730.9,6878.9,256.5,-201.9,773.6,993.2,0.0,0.0,0.0,7750.5,1162.8,161.5,298.9,135.0,1797.2,8932.8728,42.43,3081
2015-12-31,SEE,SEALED AIR CORP,2215.6,7426.0,184.0,527.1,358.4,4320.3,196.013,288.5,111.3,855.0,754.3,4302.7,213.1,2219.1,106.8,23.0,1.62,335.4,3693.8,-38.3,660.8,1807.1,6898.9,333.2,967.7,885.7,930.7,0.0,0.0,0.0,7031.5,527.1,75.0,238.9,129.0,1612.4,8742.1798,44.6,3081
2016-12-31,SEE,SEALED AIR CORP,2215.3,7389.1,275.7,609.7,363.7,4123.5,193.482,420.7,-154.2,0.0,27.1,3938.3,214.8,2255.6,121.6,23.0,2.46,486.4,3565.7,-17.1,659.9,2118.9,6779.4,483.0,906.9,849.1,1060.3,0.0,0.0,0.0,6778.3,609.7,51.0,229.9,130.8,1590.9,8772.4739,45.34,3081
2017-12-31,SEE,SEALED AIR CORP,1866.4,5280.3,183.8,152.3,594.0,2937.4,168.596,27.5,-93.7,0.0,369.5,3230.5,120.1,2325.5,119.7,15.0,0.33,62.8,2023.4,-55.4,506.8,1378.2,5128.0,810.0,424.4,676.7,998.4,0.0,0.0,0.0,4461.6,152.3,28.5,217.9,91.8,727.4,8311.7828,49.3,3081
2018-12-31,SEE,SEALED AIR CORP,1554.8,5050.2,168.6,-348.6,271.7,3114.7,155.654,237.7,224.0,0.0,1.6,3236.5,131.6,2350.0,104.1,15.5,0.94,150.3,2049.3,-61.2,544.9,1488.6,5398.8,192.2,428.0,725.0,1036.2,0.0,0.0,0.0,4732.7,-348.6,20.4,203.7,80.8,761.4,5422.9854,34.84,3081
2019-12-31,SEE,SEALED AIR CORP,1564.0,5765.2,189.7,-196.2,275.6,3104.3,154.513,141.8,-127.5,894.9,434.3,3764.3,150.9,2421.9,99.1,16.5,1.89,293.7,2399.0,12.4,570.3,1436.2,5961.4,262.5,511.1,743.0,1271.8,0.0,0.0,0.0,4791.1,-196.2,30.7,209.4,77.3,792.9,6154.2528,39.83,3081
2020-12-31,SEE,SEALED AIR CORP,1881.5,6083.8,181.1,172.5,548.7,3141.3,154.89,53.8,-99.0,0.0,17.2,3784.6,174.1,2548.6,100.4,16.5,3.1,484.1,2393.6,-25.2,596.7,1367.4,5911.3,502.7,737.0,834.6,1301.4,0.0,0.0,0.0,4903.2,172.5,31.0,196.5,95.9,753.2,7092.4131,45.79,3081
2009-12-31,SHW,SHERWIN-WILLIAMS CO,1770.019,4323.855,91.328,1490.95,69.329,3660.176,109.437,34.941,-494.989,471.642,,782.67,170.904,1402.472,162.561,29.22,3.78,435.848,1294.238,145.867,738.488,1393.668,2832.905,435.848,859.186,728.394,818.685,0.0,216.753,0.0,7094.249,1490.95,,40.026,40.425,2534.775,6746.7911,61.65,2851
2010-12-31,SHW,SHERWIN-WILLIAMS CO,2213.722,5169.235,125.162,1609.44,58.585,4120.035,107.021,396.467,357.835,14.798,159.422,648.326,175.311,1474.057,156.424,32.228,4.21,462.485,1422.962,-82.06,917.701,2063.94,3559.795,457.668,706.59,752.956,952.118,0.0,216.753,0.0,7776.424,1609.44,,46.43,39.883,2728.122,8963.0088,83.75,2851
2011-12-31,SHW,SHERWIN-WILLIAMS CO,2261.593,5229.252,153.801,1516.919,32.696,4840.233,103.854,354.136,-43.346,40.777,49.881,639.231,180.904,1516.42,153.512,32.988,4.14,441.86,1413.881,-19.222,926.809,2162.661,3712.333,437.035,735.812,783.748,956.53,0.0,160.273,0.0,8765.699,1516.919,,42.497,41.719,2960.814,9271.0466,89.27,2851
2012-12-31,SHW,SHERWIN-WILLIAMS CO,3149.238,6234.737,157.112,1791.804,862.59,5133.034,103.27,72.724,-284.839,999.697,14.0,1632.165,179.202,1621.695,160.939,34.154,6.02,631.034,1503.558,19.929,920.324,1876.436,4442.933,625.92,887.886,1026.578,965.896,0.0,101.086,0.0,9534.462,1791.804,,42.788,44.648,3195.648,15884.9914,153.82,2851
2013-12-31,SHW,SHERWIN-WILLIAMS CO,3158.717,6382.507,166.68,1774.535,744.889,5381.172,100.129,599.499,31.634,0.473,10.932,1122.373,187.794,1719.997,204.978,37.633,7.26,752.561,1491.986,25.031,970.815,2528.557,4607.972,747.965,1083.766,1148.885,1021.383,0.0,40.406,0.0,10185.532,1774.535,,59.514,47.042,3467.681,18373.6715,183.5,2851
2014-12-31,SHW,SHERWIN-WILLIAMS CO,2566.78,5706.052,200.545,996.47,40.732,5787.524,94.704,682.701,591.423,1.474,500.661,1122.715,198.945,1814.23,215.263,39.674,8.78,865.887,1447.473,-101.112,1033.527,2680.666,4709.582,860.995,1081.528,1320.098,1021.03,0.0,0.0,0.0,11129.533,996.47,,64.205,50.019,3822.966,24910.9402,263.04,2851
2015-12-31,SHW,SHERWIN-WILLIAMS CO,2658.874,5791.855,234.34,867.91,205.744,5581.516,92.247,42.616,-630.226,797.514,0.0,1920.196,198.562,1881.569,249.647,40.706,11.16,1053.849,1398.704,-40.733,1018.53,2141.859,4923.945,1049.387,1447.463,1645.708,1041.862,0.0,0.0,0.0,11339.304,867.91,138.709,61.791,57.667,3913.518,23947.3212,259.6,2851
2016-12-31,SHW,SHERWIN-WILLIAMS CO,3627.298,6752.521,239.026,1878.441,889.793,5735.626,93.013,741.214,-0.899,0.5,1.111,1211.326,197.711,2005.045,312.082,42.55,11.99,1132.703,1381.902,-52.577,1068.326,2829.179,4874.08,1132.703,1308.572,1821.239,1095.888,0.0,0.0,0.0,11855.602,1878.441,73.833,154.088,58.041,4101.026,24996.3136,268.74,2851
2017-12-31,SHW,SHERWIN-WILLIAMS CO,4465.84,19958.427,222.767,3692.188,204.213,7802.78,93.884,634.91,356.32,8275.169,1852.812,9885.745,491.761,2089.674,319.029,52.695,19.11,1813.802,12816.706,-89.959,1801.375,3987.18,16266.239,1772.262,1883.968,2030.632,1877.115,0.0,0.0,0.0,14983.788,3692.188,1434.196,263.471,58.474,4658.615,38496.1954,410.04,2851
2018-12-31,SHW,SHERWIN-WILLIAMS CO,4344.487,19134.279,250.957,3730.745,155.505,9837.762,93.117,635.594,-300.942,225.345,852.627,8708.057,596.281,2263.332,322.934,53.368,11.67,1108.746,12158.281,-119.51,1815.275,4297.747,15403.534,1108.746,1943.7,2551.07,1776.839,0.0,0.0,0.0,17534.493,3730.745,1130.872,366.734,51.922,4549.38,36637.8148,393.46,2851
